time units=S;i(Vdummy1) units=A;i(Vdummy2) units=A
1.924999999999995e-10;0.000000000000000e+00;3.000000000000000e-04
1.929999999999995e-10;0.000000000000000e+00;3.000000000000000e-04
1.934999999999995e-10;-9.366761676209996e-22;2.999999999999999e-04
1.939999999999995e-10;3.262623658543400e-22;2.999999999999999e-04
1.944999999999995e-10;0.000000000000000e+00;3.000000000000000e-04
1.949999999999995e-10;5.874281507000290e-22;3.000000000000000e-04
1.954999999999995e-10;3.792950117339533e-22;3.000000000000000e-04
1.959999999999995e-10;2.103603790380785e-22;3.000000000000000e-04
1.964999999999995e-10;1.503185878966422e-22;3.000000000000000e-04
1.969999999999995e-10;-5.056548750241611e-22;3.000000000000000e-04
1.974999999999995e-10;2.117582368135751e-22;2.999999999999999e-04
1.979999999999995e-10;-5.070222694878221e-22;3.000000000000000e-04
1.984999999999995e-10;-4.317208306998232e-22;3.000000000000000e-04
1.989999999999995e-10;2.417194328339987e-23;3.000000000000000e-04
1.994999999999995e-10;3.832655796884980e-22;3.000000000000000e-04
1.999999999999995e-10;0.000000000000000e+00;3.000000000000000e-04
2.004999999999995e-10;0.000000000000000e+00;3.000000000000000e-04
2.009999999999995e-10;-7.717644527821611e-23;3.000000000000000e-04
2.014999999999995e-10;-1.067772917484189e-22;3.000000000000000e-04
2.019999999999995e-10;-1.245034700664112e-22;3.000000000000000e-04
2.024999999999995e-10;-1.978218937110786e-22;3.000000000000000e-04
2.029999999999995e-10;3.903916320481839e-22;3.000000000000000e-04
2.034999999999995e-10;-2.117582368135751e-22;3.000000000000000e-04
2.039999999999995e-10;2.413233642882299e-23;3.000000000000000e-04
2.044999999999994e-10;-2.117582368135751e-22;3.000000000000000e-04
2.049999999999994e-10;-2.117582368135751e-22;3.000000000000000e-04
2.054999999999994e-10;3.744452614425919e-22;3.000000000000000e-04
2.059999999999994e-10;-9.113050294162616e-23;3.000000000000000e-04
2.064999999999994e-10;0.000000000000000e+00;3.000000000000000e-04
